ch1,ch2,ch3,ch4
-47.6,60.83,2.79,-39.25
5.19,23.86,54.86,53.78
-21.96,24.49,-29.16,-79.15
-13.79,-2.37,-6.39,-42.16
-12.06,-21.51,0.89,-24.95
-12.73,36.57,-5.34,-32.54
-26.7,0.12,3.35,-11.46
-41.19,68.42,1.6,-16.0
4.48,26.27,8.21,-8.85
-13.97,45.14,0.65,-17.14
-0.6,79.37,-2.64,-60.84
-9.52,30.13,22.39,76.89
-16.15,46.85,5.05,-50.36
-20.46,-80.78,3.24,15.4
-19.34,79.92,-6.06,-29.82
-27.0,83.0,3.38,-2.9
-16.4,-12.67,0.16,14.28
-9.09,54.41,11.65,54.72
-23.83,-52.71,7.77,-31.91
-33.42,6.12,3.58,18.58
-9.35,41.5,18.8,-79.29
-12.33,5.81,-5.64,-2.23
-25.41,97.15,0.81,-11.94
-13.9,68.19,3.21,-36.8
0.24,-24.27,-4.84,-27.85
21.7,201.08,9.61,-11.48
-37.08,-134.58,3.71,16.21
-25.22,69.82,-9.56,-36.34
-27.77,2.53,8.33,0.42
-6.16,15.18,-3.07,-15.9
-9.84,29.44,0.59,-18.48
-4.36,-8.84,1.31,-13.2
-14.35,138.94,2.04,-18.74
-19.46,9.89,16.81,-18.42
3.77,45.39,-0.89,39.86
-22.61,-14.39,-19.96,-45.33
-28.86,24.76,-0.66,6.05
-15.03,-3.96,8.47,-33.95
-31.34,-7.66,8.5,-11.28
-31.0,-57.67,17.79,40.01
-8.73,53.84,-7.95,-66.71
-12.53,49.97,-3.05,-7.12
-18.52,19.57,-6.8,-8.46
-22.4,-37.1,0.89,-14.38
-5.0,93.04,16.09,21.87
-5.05,91.67,22.9,238.5
-23.86,-28.34,-14.88,-196.7
-16.75,-22.0,-2.71,-44.22
-7.03,27.98,11.04,-3.97
-22.47,-74.94,1.39,-35.86
