ch1,ch2,ch3,ch4
-38.63,2.47,26.22,-0.85
18.01,-1.03,26.55,-1.74
-5.22,16.1,34.51,4.58
2.28,20.29,30.27,-2.08
-12.54,18.44,30.17,-2.31
-67.85,-33.94,33.26,-0.33
-10.91,24.26,25.21,-0.45
14.04,10.63,26.73,-0.25
-41.36,-11.65,27.66,4.03
2.35,32.62,32.54,1.75
-10.77,-12.69,25.79,-6.02
-4.61,-6.69,18.65,-0.6
-9.89,-4.34,29.32,3.21
-9.77,19.99,36.13,6.07
-0.57,15.58,30.67,-1.64
-60.34,-29.1,33.48,2.78
-14.16,12.69,34.2,0.16
-12.49,18.05,29.69,-1.69
16.33,1.0,28.03,-3.72
17.21,10.58,20.49,-3.04
-66.15,-4.81,30.66,-3.85
15.77,31.72,27.73,1.54
-0.91,-7.97,21.71,0.52
-10.72,-6.09,24.79,0.45
-0.56,-15.77,22.58,-7.77
-2.29,5.08,27.57,3.56
-24.99,9.86,26.43,-0.54
-19.26,2.57,22.19,-5.11
-24.7,35.36,25.11,-2.13
-26.07,-26.91,19.53,-2.64
-30.44,-25.96,21.15,-8.23
-21.06,1.83,29.69,-4.4
10.8,4.03,23.6,1.87
3.3,28.57,21.28,-4.92
-14.61,-15.68,23.51,-4.8
-22.15,-1.22,25.97,0.93
-2.69,-0.61,20.65,0.23
14.96,18.25,22.48,-3.52
-28.07,23.0,19.69,-1.59
-30.62,3.2,30.68,1.42
-19.05,20.01,21.75,-0.52
10.38,-18.2,23.68,-3.35
-27.88,-28.78,25.6,0.4
-34.69,-23.44,25.63,-3.21
1.72,15.93,21.11,-2.0
0.0,3.27,23.77,-2.53
-17.25,23.27,22.46,-0.92
13.8,46.77,26.56,3.74
-64.61,-42.54,23.11,2.89
-0.11,33.25,25.1,3.33
